gene_name,tpm_rbctr1,tpm_rbctr2,tpm_rbctr3,tpm_rnactr1,tpm_rnactr2,tpm_rnactr3,tpm_rnactr4,avg_rpf,avg_rna
Cdkn1b,74.8036,87.278,82.22728,47.68745,54.96233,50.65738,45.2684,81.4363,49.64389
Slk,148.29486,152.53814,159.84369,178.61118,185.35572,157.97025,149.96861,153.5589,167.97644
Lum,9.97381,5.15734,6.91631,3.57656,4.60276,3.80079,2.83268,7.34915,3.7032
Slc4a4,302.6265,288.61248,276.2683,283.52357,284.01716,289.2162,264.41977,289.16909,280.29418
Zfp574,39.10785,37.29151,33.81309,23.51858,22.30983,24.70512,30.06999,36.73748,25.15088
Csl,6.03678,4.76062,6.91631,0.0,0.37905,0.11877,0.16342,5.90457,0.16531
Pgap1,93.17642,87.07964,92.02539,135.69247,144.52656,136.70959,119.46283,90.76048,134.09786
Fads3,37.7955,29.95222,31.12341,27.52867,23.88018,26.01164,29.52524,32.95705,26.73643
Taf4,13.91085,13.48842,14.79323,17.8286,19.81893,17.22232,18.41242,14.06416,18.32057
Slc16a8,0.0,0.39672,0.57636,1.02962,1.02885,1.30652,1.41634,0.32436,1.19533
Gpr1,1.04988,0.9918,1.15272,1.02962,0.70395,0.83142,0.70817,1.0648,0.81829
Acsl4,219.16143,211.64915,197.11494,194.65151,214.10941,191.64285,161.19038,209.30851,190.39854
Fzd3,72.96632,69.62404,63.9759,464.62751,504.02893,498.02199,484.7151,68.85542,487.84838
Gria4,127.82229,118.61874,115.65613,186.68553,195.31933,181.30946,179.6028,120.69905,185.72928
Nap1l1,31.49625,31.14238,30.35493,148.42719,167.86524,158.2078,152.20207,30.99785,156.67557
Chchd4,24.93453,32.72925,25.35982,42.48518,40.66671,41.15541,39.71199,27.67453,41.00482
Itm2c,1087.14567,1076.09809,1067.41773,758.60981,720.73754,819.84182,833.13473,1076.88716,783.08097
Dram1,0.52494,0.19836,0.0,0.75866,0.81225,1.00958,0.98054,0.2411,0.89026
Gpr153,2.36222,2.38031,2.8818,23.73535,26.80429,29.27794,33.17504,2.54144,28.24815
Snapc4,12.5985,11.70319,11.71931,18.47889,17.92368,17.45987,18.63032,12.007,18.12319
H1f0,106.82479,102.94837,101.05503,96.83804,100.17764,110.57917,95.87532,103.6094,100.86754
Ankrd49,8.399,8.92616,7.10843,23.89792,21.01023,24.58635,21.84432,8.14453,22.8347
Rnf6,44.09475,39.67182,48.02996,55.2199,58.80698,60.27812,58.56021,43.93218,58.2163
Slc25a39,22.57231,18.84411,20.55682,37.49968,37.25525,43.35274,49.5719,20.65775,41.91989
Nceh1,229.13524,238.22927,242.45521,223.04722,244.271,243.8443,240.55989,236.60658,237.9306
Fam149b,7.08666,8.92616,7.68479,30.56332,30.91969,32.06915,35.6264,7.8992,32.29464
Chrac1,12.86097,13.88514,11.71931,10.56711,11.15492,11.16481,11.38519,12.82181,11.06801
Atp2c1,197.11405,174.556,188.46954,277.88778,293.92662,273.00347,253.14353,186.7132,274.49035
2510002D24Rik,5.51184,6.74421,5.76359,7.85759,10.01776,10.274,9.91438,6.00655,9.51594
Plp1,3731.25612,3708.12491,3538.27075,4909.58568,5013.75574,5266.46671,5143.81979,3659.21726,5083.40698
Mlh1,12.5985,13.68678,12.29567,10.24196,12.07547,10.03646,9.20621,12.86032,10.39002
Psat1,132.02179,134.88418,129.10452,96.02519,96.82034,102.91821,107.36946,132.0035,100.7833
Septin11,248.55793,246.56035,249.37153,193.18837,192.72013,186.17922,180.52887,248.16327,188.15415
Rbl2,30.18391,25.98504,30.35493,56.30371,57.99473,54.04245,59.8676,28.84129,57.05212
Csrnp2,53.54363,49.19306,48.02996,57.98361,59.40264,57.72447,61.82869,50.25555,59.23485
Btbd17,46.1945,42.84556,43.6112,20.53812,23.71773,21.43882,19.77428,44.21709,21.36724
Pdcd2,13.91085,19.83591,17.86714,10.29615,9.63871,9.62074,10.2957,17.20463,9.96283
Slc25a18,51.70635,53.3586,50.33539,43.08128,39.58371,45.07497,57.63414,51.80011,46.34352
Tspo,2.62469,2.57867,3.45816,1.57152,1.57035,1.60346,1.74319,2.88717,1.62213
H2az2,28.87157,31.73746,25.74406,20.26717,19.11498,22.86411,19.22954,28.78436,20.36895
Psmc2,214.17452,219.98024,222.85899,58.63389,58.86114,50.18228,59.10495,219.00458,56.69556
Ndufs1,375.59282,370.53479,378.86029,181.15812,180.91541,164.50285,155.08922,374.99596,170.4164
Crtap,5.24938,6.94257,6.33995,4.06427,4.27786,3.62263,3.4319,6.1773,3.84916
Knop1,10.76122,11.10811,11.91143,35.1695,35.84735,32.48486,36.93379,11.26025,35.10887
Zfp963,2.36222,1.58687,1.72908,3.63075,4.22371,3.80079,4.24902,1.89272,3.97607
Nudt13,4.72444,5.15734,3.26604,10.45873,11.31737,10.21462,9.09726,4.3826,10.27199
Grik4,18.89775,11.90155,15.94595,17.61184,16.51577,17.75681,16.23343,15.58175,17.02946
Cdca4,4.46197,5.3557,3.8424,7.85759,8.55571,7.9579,7.89882,4.55335,8.06751
Pgd,87.66457,75.97153,77.61641,14.95652,14.89127,16.92538,13.5097,80.4175,15.07072
Hpgd,10.76122,11.30647,9.60599,5.85255,8.12251,7.06709,7.2996,10.55789,7.08544
Pdia5,4.46197,3.17375,2.11332,1.51733,1.67865,2.25672,1.41634,3.24968,1.71726
H2az1,0.52494,0.79344,0.19212,65.29929,67.9042,69.7207,67.98432,0.5035,67.72713
Cckbr,82.4152,83.11246,84.53272,50.07182,47.97697,48.81637,54.74699,83.35346,50.40304
Entpd6,70.86657,67.44209,73.38977,49.74668,46.24417,48.87576,50.11664,70.56614,48.74581
Clpb,55.90585,65.26014,56.86747,63.5652,63.30144,55.46775,58.83258,59.34449,60.29174
Tlk1,53.8061,54.54875,51.87235,126.31756,128.66059,124.77274,118.75466,53.40907,124.62638
Ralgapa1,214.43699,215.81469,202.30217,322.75734,343.69055,313.74316,316.38855,210.85129,324.1449
Mlec,32.8086,34.31612,31.50765,148.80652,149.23762,152.86294,149.09702,32.87746,150.00102
Kif20a,2.88716,2.18195,1.9212,3.08885,3.41145,2.85059,2.77821,2.3301,3.03227
Kcnk2,28.08416,27.37356,28.62585,81.66476,75.10616,77.50044,77.8987,28.02786,78.04251
Dcp1b,6.03678,11.50483,10.56659,9.64587,8.50156,8.31422,9.20621,9.3694,8.91697
Rbp1,31.75872,31.34074,29.01009,10.6213,9.58456,11.75869,14.27235,30.70318,11.55922
Dstn,313.38772,289.80264,303.54932,170.64521,179.34506,187.12942,191.31484,302.24656,182.10863
Tsnax,92.38901,95.80744,101.43927,160.40325,159.41783,150.96254,148.00752,96.54524,154.69779
Lamb3,0.78741,1.38851,2.68968,1.89666,1.89525,2.13794,1.79766,1.62187,1.93188
Hnrnpul1,98.42579,105.7254,100.86291,121.92814,115.88117,122.87235,133.35385,101.67136,123.50888
C2cd2,6.03678,5.55405,5.37935,20.75488,21.06438,20.90433,18.52137,5.65673,20.31124
Pde2a,292.91515,310.63034,298.16996,477.95832,450.3662,477.29582,483.29876,300.57182,472.22977
Gfpt1,131.23439,123.77607,132.56268,88.00502,94.76264,86.64609,77.73527,129.19105,86.78725
Scn3a,45.93204,40.66361,44.76392,121.27786,124.49103,115.80526,106.38892,43.78652,116.99077
Limd1,4.46197,5.3557,5.57147,16.69061,17.00312,20.96372,17.75872,5.12971,18.10404
Rhof,29.3965,32.13417,33.62097,36.57844,33.89795,39.73011,42.32677,31.71721,38.13332
Lrrc4b,76.64088,91.24518,76.84793,165.82227,181.94426,194.79038,218.06187,81.578,190.1547
Pdcd6ip,134.64648,128.53669,121.22761,82.26085,86.31522,76.13453,69.01933,128.13693,78.43249
Pfn2,460.37023,447.69648,472.999,423.06356,461.52112,459.5984,401.53237,460.35524,436.42886
Pdlim7,35.95822,35.903,35.92641,10.78387,11.20907,11.6993,14.3813,35.92921,12.01838
Ttyh3,133.59661,134.28911,124.1094,167.93569,154.43602,167.41283,162.49777,130.66504,163.07058
Stk10,7.34913,7.14093,6.72419,7.53245,6.87706,7.4828,7.40855,7.07142,7.32521
Kars,98.68826,100.3697,96.25203,61.28921,54.36668,61.7628,67.11272,98.43666,61.13285
Mta2,61.94263,51.97008,52.06447,37.55387,36.2264,35.573,40.31121,55.32573,37.41612
Skp1a,505.51486,519.10575,531.01919,542.01124,574.15328,527.95319,456.93305,518.5466,525.26269
Med21,28.08416,27.77027,30.35493,21.62192,23.44698,22.03269,22.11669,28.73645,22.30457
Ift140,33.596,33.91941,32.46825,31.91808,29.29519,30.22814,24.56805,33.32789,29.00237
Cybrd1,2.36222,0.79344,2.11332,3.79332,3.95296,3.02875,5.61089,1.75632,4.09648
Itgb3,6.82419,6.34749,4.22664,6.88217,7.47271,7.24525,5.77431,5.79944,6.84361
Haus5,1.83728,3.17375,2.11332,2.7637,2.5992,2.07856,2.17898,2.37478,2.40511
Mlycd,26.24688,27.37356,25.74406,22.92249,20.90193,20.1323,22.06222,26.45483,21.50473
Rgs19,18.89775,19.24083,16.13806,13.33081,10.12606,14.25295,16.72371,18.09222,13.60838
Uba1y,1.04988,1.38851,2.49756,0.65028,0.59565,0.29694,0.32685,1.64532,0.46743
Scnm1,34.64588,38.08495,32.08401,17.2867,14.45807,15.97519,17.86767,34.93828,16.39691
Thoc3,26.77182,31.14238,30.54705,29.69628,32.7608,31.00018,30.17894,29.48708,30.90905
Oasl2,3.93703,5.75241,3.8424,3.57656,2.54505,1.84101,3.214,4.51061,2.79416
Stk19,8.66147,6.34749,8.06903,11.21739,11.42567,12.59011,13.56418,7.69266,12.19934
Actr1b,283.20381,271.15688,287.79549,191.07495,169.81465,195.32486,207.11248,280.71873,190.83173
Bckdk,34.12094,35.50628,34.00521,36.41587,29.78254,32.36608,36.33457,34.54414,33.72477
Tmem63b,174.0168,183.87888,169.6418,128.37679,114.04006,128.51414,136.40443,175.84583,126.83386
Ccdc107,22.30985,24.19981,22.2859,11.59672,10.72172,11.81807,15.19842,22.93185,12.33373
Stk35,11.02369,10.71139,12.87203,28.4499,29.94499,29.57488,25.1128,11.5357,28.27064
Rnf181,44.88216,56.53234,42.45848,42.16004,36.28055,47.45046,54.58356,47.95766,45.11865
Ptprn2,364.8316,366.17089,372.13609,499.30929,474.89619,509.60251,553.13522,367.71286,509.2358
Rpe,14.96072,15.67037,12.67991,32.29741,36.8762,35.63239,33.06609,14.437,34.46802
Ndufaf7,44.61969,45.02751,46.30088,39.28796,38.55486,36.0481,34.70033,45.31603,37.14781
Gad1,540.16074,527.23847,522.75803,324.97914,331.29018,316.05927,297.64928,530.05242,317.49447
Decr2,24.4096,23.80309,19.98046,39.01701,37.14695,46.02517,43.36179,22.73105,41.38773
Inf2,146.45758,155.51353,142.74503,91.20225,87.18163,93.77256,87.7586,148.23871,89.97876
Cyp4v3,12.5985,7.53765,9.41387,6.66541,6.33556,7.83913,8.60699,9.85001,7.36177
Mecr,16.53553,15.07529,18.25138,6.88217,7.96006,6.77015,6.37353,16.62074,6.99648
Atp4a,2.36222,4.76062,3.65028,0.21676,0.4332,1.00958,0.70817,3.59104,0.59193
Sncb,770.8708,765.46774,806.51901,99.33079,86.91088,104.87799,110.31109,780.95252,100.35769
Shprh,108.13714,117.42858,115.07977,107.62191,118.20962,101.90863,94.6224,113.5485,105.59064
Spag5,5.51184,5.55405,4.61088,7.04474,6.55216,5.76057,6.10116,5.22559,6.36466
Nde1,14.69825,9.7196,12.67991,18.15375,16.73237,21.55759,24.51358,12.36592,20.23932
Emc4,205.25058,188.44114,190.0065,38.80024,37.6343,41.27418,50.44349,194.56608,42.03806
Zfp748,7.08666,10.31467,9.02963,22.75992,25.07149,23.63615,21.19062,8.81032,23.16455
Capn1,36.74563,38.28331,37.07913,12.68053,9.90946,11.87746,11.1673,37.36935,11.40869
Ndufa3,117.06107,124.76787,117.38521,105.9962,82.74132,103.33392,111.18268,119.73805,100.81353
Lig4,27.82169,28.96043,24.39922,13.87271,12.56282,10.39278,9.91438,27.06045,11.68567
Cntfr,72.96632,78.74856,73.96613,19.88783,18.51933,23.22044,29.14392,75.227,22.69288
Carf,10.76122,17.85232,10.75871,42.81033,47.92282,49.5884,43.41627,13.12408,45.93445
Prmt7,48.81919,53.75531,47.4536,44.43603,43.10346,42.93703,41.45518,50.00937,42.98293
Pdxk,157.48127,145.79393,154.46434,187.28163,168.89409,185.22902,184.83236,152.57985,181.55928
Meaf6,60.63029,71.01256,57.63595,95.59166,94.60019,87.59628,83.99985,63.09293,90.447
Ctnna1,111.02429,113.26304,100.67079,59.60931,52.09238,54.7551,54.20224,108.31937,55.16476
Trmt5,20.2101,17.65396,19.21198,11.7051,10.83002,10.45217,9.36963,19.02535,10.58923
4930432K21Rik,2.09975,3.76882,2.8818,2.49275,2.32845,2.19733,2.12451,2.91679,2.28576
Cfap46,2.36222,2.18195,2.30544,2.87209,2.00355,2.49427,1.90661,2.2832,2.31913
Pik3ca,52.75622,53.55696,49.37479,149.511,151.67437,151.43764,149.26044,51.89599,150.47086
1810055G02Rik,11.54863,8.92616,9.22175,17.39508,15.48692,18.11313,18.52137,9.89885,17.37913
Resp18,139.37092,131.71044,126.79908,45.68241,40.88331,47.7474,50.22559,132.62681,46.13468
Masp1,22.30985,20.23263,17.67502,13.81852,11.47982,13.71847,12.96496,20.0725,12.99544
Rdh13,13.38591,11.70319,14.40899,23.62696,23.17623,21.26066,20.10113,13.16603,22.04125
Cers6,42.51994,42.05213,36.88701,100.63136,102.1812,98.99865,97.56403,40.48636,99.84381
Pde4d,51.18141,45.02751,49.18267,139.70256,142.19811,126.25742,145.28379,48.46387,138.36047
Crocc2,1.57481,1.78523,1.53696,0.27095,0.4332,0.35632,0.49027,1.63233,0.38769
Ss18l2,30.97132,28.16699,30.73917,39.34215,38.82561,40.79908,37.75091,29.95916,39.17944
Zdhhc22,29.65897,31.93581,29.39433,12.62634,11.42567,13.42153,15.85211,30.32971,13.33141
Hjv,1.04988,0.39672,0.57636,0.43352,0.48735,0.77204,0.92607,0.67432,0.65474
Nsun4,17.32294,11.50483,15.94595,11.97605,12.50867,13.06521,12.80153,14.92457,12.58787
Zdhhc9,72.96632,75.97153,78.19277,57.38751,58.37378,62.713,63.2995,75.71021,60.44345
Brinp2,58.79301,54.35039,55.71475,123.60804,119.07602,133.26513,147.02698,56.28605,130.74404
A830018L16Rik,68.24188,64.86342,69.35526,160.51163,169.59805,165.86876,160.42773,67.48685,164.10154
Prepl,1198.43243,1178.8481,1203.63068,319.0724,316.66966,297.23349,285.44697,1193.63707,304.60563
Qprt,1.83728,0.19836,0.19212,0.37933,0.5415,0.53449,0.10895,0.74259,0.39107
Gpat4,47.24438,43.24228,42.07424,115.58788,112.25311,110.99488,109.54845,44.18697,112.09608
Drc3,18.11035,22.21622,16.90654,12.78891,10.23436,11.58053,11.65757,19.0777,11.56534
Sbspon,1.31234,0.39672,0.57636,2.05923,1.89525,1.66284,1.25292,0.76181,1.71756
Ntmt1,17.06047,22.21622,20.3647,22.05545,23.50113,22.09208,17.54083,19.88046,21.29737
Eef2,974.2841,988.82008,994.22008,873.60159,805.59071,911.12012,1024.01377,985.77475,903.58155
Eif3h,103.4127,116.43679,118.53793,55.54504,56.31608,54.10184,56.10885,112.79581,55.51795
Smdt1,82.94013,81.92231,83.38,60.96407,57.12833,57.18998,52.62248,82.74748,56.97621
Arrdc4,4.46197,5.55405,4.41876,10.89225,11.42567,10.57094,10.40465,4.81159,10.82338
Usp33,248.29546,247.15543,256.28784,207.87394,215.67976,201.08543,191.31484,250.57958,203.98849
Utp11,28.34663,32.72925,33.23673,11.37996,8.88061,11.75869,11.00387,31.43754,10.75578
Jph1,18.63528,22.41458,19.59622,33.16445,30.75724,30.4063,21.95327,20.21536,29.07032
Ppm1l,114.17392,106.32047,103.7447,99.71013,102.77685,106.54084,98.38115,108.0797,101.85224
Ubc,228.08537,217.99664,206.33669,159.48201,147.17991,129.22679,122.40445,217.4729,139.57329
Yipf6,24.4096,25.38996,26.32042,77.38373,83.17452,83.37978,68.91039,25.37333,78.2121
Homer3,6.82419,3.57046,4.41876,3.68494,4.00711,3.86018,3.4319,4.9378,3.74603
Castor2,61.94263,55.14383,54.75415,75.64964,73.04846,76.07514,80.73138,57.2802,76.37615
Nup37,7.87406,6.94257,8.45327,4.60617,5.52331,4.03834,3.75875,7.75663,4.48164
Mapk1ip1l,32.54613,33.72105,32.46825,41.88909,40.55841,36.70136,35.4085,32.91181,38.63934
Ppard,6.82419,6.74421,7.87691,12.89729,10.61342,11.63991,11.82099,7.14844,11.7429
Thoc2,66.4046,71.60763,61.47834,82.26085,91.35118,75.95637,69.23723,66.49686,79.70141
Dpp10,219.68637,230.49327,229.19895,283.63195,291.97722,294.56106,289.75047,226.45953,289.98018
Ccdc186,48.29425,59.90445,57.82807,82.47761,86.53183,82.96407,80.62243,55.34226,83.14898
Msto1,18.37281,26.58012,22.86226,11.05482,12.77942,12.88705,13.07391,22.60506,12.4488
C1qa,61.94263,69.02896,62.24682,28.01638,25.93789,29.04039,34.42796,64.40614,29.35565
Aplp1,1403.15808,1460.12129,1424.76059,828.46108,797.1433,932.20261,1055.17325,1429.34665,903.24506
Lgals1,16.27306,19.43919,17.29078,8.02016,6.06481,8.19545,11.49414,17.66768,8.44364
Zfp874b,4.98691,4.76062,4.22664,21.29678,25.72129,24.8239,29.08944,4.65805,25.23285
H4c14,37.53303,40.66361,35.54217,13.11405,13.91657,13.89663,11.11282,37.91294,13.01002
Asah1,68.24188,72.00435,72.04493,63.07749,66.4963,67.70153,61.12052,70.76372,64.59896
Dcaf6,89.76432,89.85667,98.74959,128.53936,136.07915,129.70189,133.73517,92.79019,132.01389
Ciapin1,66.92954,70.02076,65.8971,56.46628,52.09238,50.71676,46.08552,67.6158,51.34023
Tbl1x,41.2076,42.64721,44.95604,45.46565,50.79277,46.91598,53.92987,42.93695,49.27607
Prima1,4.98691,6.34749,6.14783,2.70951,1.67865,3.08814,3.32295,5.82741,2.69981
Prune1,30.44638,31.73746,28.24161,27.04095,24.85489,28.5653,30.34236,30.14182,27.70087
Alcam,349.08347,335.02851,330.44609,337.4971,365.62133,356.38325,326.84768,338.18602,346.58734
Eno2,1595.54769,1607.70046,1631.48152,713.30673,648.77209,660.44628,675.4852,1611.57656,674.50257
Sirpa,480.31786,487.16994,504.50665,499.85119,488.54201,546.71958,580.15463,490.66482,528.81685
Ggt7,162.2057,175.15108,172.90784,91.14806,86.74843,100.83965,95.71189,170.08821,93.61201
Ccl3,0.26247,0.19836,0.0,0.16257,0.3249,0.17816,0.2179,0.15361,0.22088
Map7d3,0.26247,0.19836,0.0,0.16257,0.05415,0.05939,0.05447,0.15361,0.08265
Mnat1,29.13403,28.56371,29.20221,21.02583,22.95963,19.30088,20.04666,28.96665,20.83325
Mapre1,111.8117,120.60233,117.76945,173.51729,190.44583,179.46845,175.953,116.72783,179.84614
Zfp59,2.36222,1.19015,1.9212,8.77883,8.44741,8.78932,5.88326,1.82452,7.9747
Spock2,1010.24232,1046.54258,1049.16634,667.62432,614.49509,654.21061,656.09224,1035.31708,648.10556
Galk2,44.35722,36.89479,43.41908,20.97164,18.79008,20.25107,20.53693,41.55703,20.13743
Jak1,303.67637,285.04202,304.50992,195.19341,196.02328,178.51826,180.58334,297.74277,187.57957
Pcca,39.10785,37.68823,41.11364,17.61184,18.08613,18.29129,15.68869,39.30324,17.41949
Nrg3,22.83478,29.35715,24.01498,65.35348,68.554,68.47357,67.49405,25.4023,67.46877
Capn7,42.78241,48.0029,40.15304,62.21045,69.69115,61.88158,56.10885,43.64612,62.47301
Trim36,9.71134,8.52944,9.99023,7.09893,7.74346,5.93873,5.22956,9.41034,6.50267
Plau,8.13653,11.10811,6.33995,5.20227,5.73991,5.64179,4.57587,8.5282,5.28996
Alg10b,29.3965,24.19981,25.74406,61.07245,60.64809,62.53484,58.56021,26.44679,60.7039
Pias2,39.10785,31.93581,31.50765,89.35978,97.30769,98.87987,101.54068,34.18377,96.77201
Sort1,514.96374,532.19745,506.42785,641.01689,619.09784,666.97889,659.85098,517.86301,646.73615
Itgam,51.44388,50.97829,45.5324,24.76496,24.31339,25.77409,22.98829,49.31819,24.46018
Mycbpap,3.41209,1.38851,3.26604,0.5419,0.9747,0.53449,0.32685,2.68888,0.59448
Lpcat4,82.15273,92.83206,80.88244,47.30812,43.91571,51.60757,61.66526,85.28908,51.12417
Prickle2,176.64149,188.24278,173.86844,331.75293,329.07003,310.41747,360.24061,179.58423,332.87026
Rprd1a,93.96382,88.07144,89.33572,73.15689,77.81366,76.19392,72.01544,90.45699,74.79498
Mrps6,45.4071,48.79634,55.71475,13.71014,11.26322,11.75869,13.99998,49.97273,12.68301
Golga5,44.35722,39.2751,41.30576,37.06616,37.8509,37.41401,39.71199,41.64603,38.01076
Chst2,40.68266,45.22587,41.88212,268.62125,285.42506,329.54019,309.36133,42.59688,298.23696
Lcp1,16.0106,12.29826,12.10355,12.19281,12.40037,10.45217,11.92994,13.4708,11.74382
Szrd1,10.23628,8.7278,11.52719,38.80024,33.89795,44.59987,45.15945,10.16376,40.61438
Plod3,44.61969,45.22587,38.23184,22.65154,18.95253,19.71659,24.56805,42.69247,21.47218
Nmbr,9.97381,5.15734,7.87691,5.31065,6.33556,5.87934,5.77431,7.66935,5.82496
Kdm6b,14.96072,14.87693,13.25627,14.46881,12.77942,12.6495,11.71204,14.36464,12.90244
Ubr7,61.94263,61.0946,56.67535,62.21045,63.73464,62.29729,63.13608,59.90419,62.84461
Nsun3,4.1995,5.95077,4.803,4.87713,5.03596,5.46363,6.6459,4.98442,5.50565
Fam71e1,5.24938,3.17375,3.8424,8.45368,7.47271,8.07667,7.7354,4.08851,7.93462
Myl12a,14.96072,14.48021,14.40899,15.0649,14.51222,14.90621,16.83266,14.61664,15.329
Btbd8,3.67456,3.17375,3.07392,4.66036,3.41145,3.08814,3.10505,3.30741,3.56625
Gdap2,39.89525,37.48987,38.42396,45.51984,43.37421,42.69948,48.7003,38.60303,45.07346
Irf3,13.38591,16.26545,12.67991,7.15312,7.79761,8.19545,7.0817,14.11042,7.55697
Tmem88,3.67456,5.3557,4.41876,2.05923,2.166,2.31611,2.12451,4.483,2.16646
Peg12,0.0,0.79344,0.19212,0.5419,0.4332,1.00958,0.98054,0.32852,0.74131
Zfp72,2.36222,1.58687,0.9606,12.40958,17.81538,12.88705,11.60309,1.63656,13.67877
Chd1l,12.86097,10.11631,11.33507,9.75425,8.77231,11.81807,9.58753,11.43745,9.98304
Fam124a,18.89775,15.86873,16.33018,24.43982,23.60943,20.78556,19.01164,17.03222,21.96161
Slco5a1,1.83728,0.59508,0.76848,7.36988,6.87706,8.9081,6.428,1.06695,7.39576
Mrpl32,18.63528,18.64575,15.17747,17.12413,20.14383,16.866,20.31903,17.48617,18.61325
Sox2,35.17082,44.23408,37.65548,46.38688,56.37023,53.03287,47.28396,39.02013,50.76849
Sppl3,36.74563,40.2669,40.53728,85.45808,83.12037,88.48709,85.08935,39.18327,85.53872
Clec16a,76.90335,67.64045,83.38,85.78322,77.65121,82.42959,82.85589,75.9746,82.17998
Rpn1,304.46378,299.12551,295.09605,144.74225,143.93091,146.38972,149.91413,299.56178,146.24425
Atp13a3,45.66957,46.41603,48.99055,122.57843,134.88784,130.17698,113.96089,47.02538,125.40104
Calm1,3403.69509,3394.9159,3579.00015,4290.94938,4331.68136,4850.33982,5091.79653,3459.20371,4641.19177
Acsbg1,271.13025,281.47155,275.88406,118.18901,109.87051,129.99882,142.50559,276.16195,125.14098
Dhx15,193.96443,198.95417,181.36111,97.21737,99.04049,84.50814,78.93371,191.42657,89.92493
Ube3a,179.79111,172.96913,175.78964,409.62437,454.96896,411.79161,351.30678,176.18329,406.92293
Insyn2a,4.1995,6.14913,5.95571,20.32136,19.87308,20.36985,23.04276,5.43478,20.90176
Cs,393.17823,391.75921,370.02278,255.39882,241.72595,260.53213,295.79715,384.98674,263.36351
Gpc6,21.52244,18.24904,20.17258,21.62192,19.33158,17.45987,17.48635,19.98135,18.97493
St8sia5,69.81669,66.05358,68.01042,51.3182,49.27657,52.49838,61.93763,67.96023,53.7577
Ccdc159,1.31234,1.98359,2.30544,3.63075,3.62806,2.73182,3.32295,1.86712,3.32839
Ap4e1,9.97381,10.51303,12.29567,20.6465,22.36398,20.42923,16.34238,10.9275,19.94552
Zfp326,53.54363,54.35039,54.36991,21.51354,21.44343,16.80661,14.43577,54.08798,18.54984
Pnpo,59.05547,62.0864,59.36502,44.92375,42.94101,43.88722,43.63416,60.16897,43.84654
Dtd1,62.73004,55.93726,63.78378,43.40642,44.94456,44.89681,45.97657,60.81703,44.80609
Slc39a9,18.63528,23.00965,21.90166,40.75109,40.88331,40.02705,38.4046,21.1822,40.01651
Ankfy1,34.38341,38.08495,38.03972,72.99431,75.59351,70.1958,64.11662,36.83603,70.72506
Pfdn5,71.91644,68.83061,66.8577,91.09387,84.20337,103.4527,107.69631,69.20158,96.61156
Xpo7,97.37592,87.47636,95.67567,106.80905,98.28239,105.41248,96.74691,93.50932,101.81271
Lonrf2,227.29796,218.195,222.85899,297.01695,305.40644,287.79091,278.96449,222.78399,292.2947
Borcs6,13.91085,17.05888,13.83263,17.93698,14.62052,18.05374,18.63032,14.93412,17.31039
Prkd1,12.07356,16.26545,9.22175,13.27662,12.29207,12.59011,14.10892,12.52025,13.06693
Smad2,71.91644,64.66506,66.66558,70.88089,75.64766,67.4046,65.80533,67.74903,69.93462
Ntng2,15.74813,17.65396,15.17747,17.39508,16.13672,18.2319,23.31513,16.19318,18.76971
Stx5a,45.4071,46.61439,50.33539,30.40075,30.64894,31.11895,29.08944,47.45229,30.31452
Ppp2r1a,1229.66622,1257.79502,1234.17773,480.18012,441.81049,461.49879,501.54776,1240.54632,471.25929
Cds2,246.72065,242.19645,237.84434,539.57267,513.72179,522.01446,520.83177,242.25381,524.03517
Cog2,31.23378,24.59653,27.28101,23.78954,23.55528,24.40818,24.78595,27.70378,24.13474
Dnttip1,23.88466,22.61294,24.59134,9.75425,10.39682,10.21462,10.24123,23.69631,10.15173
Ercc6l2,8.66147,6.54585,6.72419,22.70573,23.28453,19.89475,19.88323,7.3105,21.44206
Ipo13,59.31794,50.77993,52.06447,60.31379,56.31608,59.26854,66.02323,54.05411,60.48041
Lsm12,17.58541,22.8113,19.01986,23.03087,24.09678,25.89287,26.47466,19.80552,24.8738
Slc27a4,125.98501,128.53669,133.90752,112.98675,111.54916,115.38954,120.77022,129.47641,115.17392
Qrfprl,1.31234,1.98359,0.9606,1.40895,1.7328,1.54407,1.08949,1.41884,1.44383
Clec2d,4.98691,9.12452,5.18724,8.3453,8.77231,6.82954,6.21011,6.43289,7.53932
Tab1,20.9975,16.06709,20.94106,22.75992,23.60943,21.85453,24.2412,19.33522,23.11627
Cpa2,1.83728,0.39672,1.15272,1.89666,1.9494,1.90039,2.01556,1.12891,1.9405
Plekhb1,110.49935,117.23022,118.34581,105.61687,96.00809,119.24972,147.8441,115.35846,117.17969
Cdca7l,0.78741,1.19015,1.72908,1.19219,0.81225,0.53449,0.87159,1.23555,0.85263
Ssu72,121.52304,110.0893,118.15369,65.08253,62.75994,62.00035,68.25669,116.58868,64.52488
Wscd1,30.18391,37.09315,37.07913,77.32954,72.61525,90.68442,91.02708,34.7854,82.91407
Fmnl3,6.56172,5.95077,6.72419,11.92186,9.69286,9.02687,8.66146,6.41223,9.82577
Rabgef1,41.73254,50.18485,44.37968,35.49464,35.0351,38.60175,37.64196,45.43235,36.69336
1700030J22Rik,6.56172,5.75241,6.72419,11.21739,10.72172,11.34298,11.33072,6.34611,11.1532
Tmem208,24.4096,25.38996,24.59134,14.79395,16.08257,16.15335,16.72371,24.79697,15.93839
