gene_name,tpm_rbctr1,tpm_rbctr2,tpm_rbctr3,tpm_rnactr1,tpm_rnactr2,tpm_rnactr3,tpm_rnactr4,avg_rpf,avg_rna
Zfp750,0.0,0.19836,0.19212,0.75866,0.81225,0.53449,0.54475,0.13016,0.66254
Izumo1r,0.0,0.19836,0.19212,0.05419,0.0,0.0,0.05447,0.13016,0.02717
Kcnv2,0.0,0.19836,0.19212,0.05419,0.0,0.05939,0.2179,0.13016,0.08287
Fam228a,0.0,0.19836,0.19212,1.24638,1.4079,1.00958,0.6537,0.13016,1.07939
Igsf23,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
Gm10130,0.0,0.19836,0.19212,1.95085,1.78695,1.48468,2.23346,0.13016,1.86399
Arhgap36,21.78491,22.01786,23.05438,9.75425,10.55927,8.31422,7.62645,22.28572,9.06355
Zfp831,28.87157,24.79489,29.01009,44.5986,45.91927,46.08455,43.03494,27.55885,44.90934
Cd248,12.86097,10.90975,10.95083,5.09389,4.11541,3.7414,3.26848,11.57385,4.05479
Bmp6,4.1995,4.56226,4.22664,8.3453,6.87706,7.06709,7.35407,4.32947,7.41088
Pxdc1,3.14963,3.3721,3.45816,6.39445,6.22726,7.89851,7.02723,3.32663,6.88686
Hsd3b3,1.04988,1.58687,1.15272,0.59609,0.5415,1.00958,0.4358,1.26316,0.64574
Safb2,47.50685,48.0029,53.79355,15.33585,15.81182,13.06521,11.22177,49.76777,13.85866
Cxcl16,1.04988,0.9918,0.76848,1.35476,0.92055,1.30652,0.92607,0.93672,1.12697
Eif5b,154.85658,148.76932,148.12438,43.67737,43.15761,36.82013,31.37738,150.58343,38.75812
Ttll3,1.57481,1.58687,1.53696,5.85255,4.87351,5.04792,6.26458,1.56621,5.50964
Tmco4,1.04988,1.38851,1.34484,2.81789,2.7075,3.91956,3.54085,1.26108,3.24645
Castor1,4.46197,2.97539,3.45816,1.40895,1.57035,1.54407,1.52529,3.63184,1.51216
Capsl,2.09975,3.3721,1.72908,1.73409,1.02885,1.72223,1.52529,2.40031,1.50262
Traf1,0.78741,0.0,0.38424,0.5419,0.59565,0.29694,0.38132,0.39055,0.45395
Auts2,75.59101,69.62404,80.30609,72.18146,76.73066,70.31458,65.26059,75.17371,71.12182
Kctd15,6.03678,4.3639,5.95571,12.40958,11.91302,11.81807,12.25679,5.45213,12.09936
Cald1,37.0081,35.903,41.49788,25.95715,25.93789,20.1323,19.55639,38.13632,22.89593
Grhl3,2.36222,1.58687,2.11332,1.73409,1.5162,1.78162,1.68871,2.0208,1.68016
Trim67,3.93703,3.57046,5.76359,4.98551,5.79406,5.1667,4.14007,4.4237,5.02158
Hcn4,9.97381,11.10811,8.64539,11.54253,12.72527,10.63033,11.43967,9.9091,11.58445
Map1a,2905.52935,2924.20977,2946.5417,1765.57369,1650.00703,1696.87363,1707.39779,2925.42694,1704.96304
Adgb,0.0,0.9918,1.34484,1.08381,0.4332,0.53449,0.27237,0.77888,0.58097
Tnks1bp1,104.72504,110.88273,106.6265,65.78701,63.13899,57.01182,52.568,107.41143,59.62645
Il21r,1.31234,0.79344,0.9606,0.92123,1.1913,0.59387,0.81712,1.02213,0.88088
Nodal,1.31234,0.79344,0.9606,0.5419,0.6498,0.23755,0.27237,1.02213,0.42541
Xkr6,6.03678,9.12452,7.49267,6.28607,8.06836,7.36403,6.26458,7.55132,6.99576
Ttc25,2.36222,1.58687,0.57636,0.70447,0.70395,0.4751,0.87159,1.50848,0.68878
Myh11,6.03678,5.75241,4.22664,4.17265,3.57391,2.55365,2.77821,5.33861,3.2696
Ahdc1,106.03739,96.79924,98.55747,58.74227,58.26548,52.85471,59.05048,100.4647,57.22824
Ccdc177,16.53553,17.4556,15.36959,28.93761,28.42879,25.65532,22.00774,16.45357,26.25737
Lingo4,1.83728,1.38851,1.72908,1.30057,0.70395,0.9502,0.81712,1.65162,0.94296
Zfp710,11.28616,15.47201,13.64051,22.38059,22.47228,22.56718,27.29178,13.46622,23.67796
Dysf,4.98691,7.33929,6.72419,6.66541,4.65691,5.34486,3.59532,6.35013,5.06562
Nr2f2,18.63528,22.61294,28.43373,29.91304,28.04974,29.09978,23.85988,23.22732,27.73061
Abhd14a,9.18641,15.86873,14.02475,21.1884,21.93078,23.27983,22.38907,13.02663,22.19702
Col6a2,40.42019,40.06854,41.69,16.09451,14.89127,14.90621,12.91048,40.72624,14.70062
Zfp677,1.83728,1.58687,2.68968,3.30561,3.41145,2.96937,2.34241,2.03794,3.00721
Zfp276,8.399,5.3557,8.06903,10.51292,11.04662,11.58053,10.5136,7.27458,10.91341
Wfs1,229.13524,208.27705,220.74567,80.36419,74.29391,82.13265,83.18273,219.38599,79.99337
Epn3,1.04988,0.59508,0.9606,1.35476,1.083,1.12836,1.19844,0.86852,1.19114
Stpg1,1.31234,1.19015,0.19212,0.92123,1.083,1.48468,1.47081,0.89821,1.23993
Soga1,61.94263,51.17665,61.28622,91.14806,90.59308,75.77821,77.4629,58.13517,83.74556
Ints13,17.84788,15.07529,18.63562,24.76496,24.09678,18.41007,20.53693,17.18626,21.95219
Dlg5,23.62219,30.74566,30.93129,34.79016,32.27345,28.98101,30.28788,28.43305,31.58313
Pkp2,4.98691,3.57046,3.26604,3.73913,2.9241,3.32569,2.17898,3.94114,3.04198
Prokr2,3.93703,3.76882,4.41876,4.11846,5.52331,5.34486,5.82878,4.04154,5.20385
Cd44,13.64838,12.0999,11.71931,11.48834,11.47982,10.274,11.05835,12.4892,11.07513
Lama2,49.34413,48.59798,39.57668,27.47447,28.15804,22.62657,22.22564,45.8396,25.12118
Fras1,70.07916,83.9059,83.76424,67.62948,67.41685,58.0214,58.56021,79.24977,62.90698
Kctd4,35.95822,31.93581,36.88701,32.94769,35.36,33.19751,35.4085,34.92701,34.22842
Npm2,1.04988,1.19015,1.15272,0.05419,0.1083,0.05939,0.16342,1.13092,0.09633
4933405L10Rik,0.0,0.0,0.38424,0.05419,0.1083,0.05939,0.05447,0.12808,0.06909
Mfrp,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Gm5150,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Ihh,0.0,0.0,0.38424,0.10838,0.1083,0.05939,0.05447,0.12808,0.08264
Gcm2,0.0,0.0,0.38424,0.05419,0.0,0.0,0.0,0.12808,0.01355
Prokr1,0.0,0.0,0.38424,0.32514,0.70395,0.29694,0.6537,0.12808,0.49493
Arhgef16,0.0,0.0,0.38424,0.32514,0.3249,0.4751,0.10895,0.12808,0.30852
Cd109,3.67456,2.97539,4.22664,1.84247,2.166,2.13794,2.01556,3.62553,2.04049
Crocc,14.43578,14.48021,16.13806,17.34089,19.65648,19.6572,18.79374,15.01802,18.86208
Cd180,5.77431,7.14093,6.72419,2.60113,2.8158,4.03834,2.94163,6.54648,3.09923
Smo,3.14963,4.16554,2.8818,15.98613,14.29562,17.87558,19.82876,3.39899,16.99652
Gbp2,6.29925,4.95898,5.37935,4.01008,2.97825,2.7912,2.17898,5.54586,2.98963
Tmc3,0.0,0.59508,1.34484,2.54694,2.32845,2.55365,1.52529,0.64664,2.23859
Cmtm3,4.98691,3.17375,5.18724,3.84751,4.27786,4.45405,4.95719,4.4493,4.38415
Gdf10,17.06047,10.90975,13.83263,6.93636,5.57746,6.5326,7.24512,13.93428,6.57289
H2-DMb1,0.52494,0.79344,0.57636,0.37933,0.8664,1.30652,0.81712,0.63158,0.84234
Mlxipl,1.04988,0.9918,2.11332,0.65028,0.9747,0.53449,0.87159,1.385,0.75777
Thbd,34.12094,32.13417,28.24161,25.36105,23.23038,24.52696,17.3774,31.49891,22.62395
Cacna1s,1.04988,0.9918,1.34484,0.86704,0.7581,0.9502,1.41634,1.12884,0.99792
Fgfbp1,5.51184,6.14913,6.91631,3.30561,4.33201,3.38508,2.88715,6.19243,3.47746
